date,wisata jakarta,tempat wisata jakarta,liburan ke jakarta,hotel jakarta,hotel murah jakarta,penginapan jakarta,booking hotel jakarta,staycation jakarta,tiket pesawat ke jakarta,harga tiket pesawat ke jakarta,penerbangan ke jakarta,bandara soekarno hatta,jadwal penerbangan jakarta,tiket kereta ke jakarta,kereta ke jakarta,jadwal kereta ke jakarta,bus ke jakarta,travel ke jakarta,tol menuju jakarta,kapal ke jakarta,pelabuhan muara angke,wisata pulau seribu,kuliner jakarta,tempat makan jakarta,cafe jakarta,mall jakarta,event jakarta,blok m,grand indonesia,ancol jakarta,monas,tmii,kota tua jakarta,dunia fantasi,ragunan,pulau seribu
2014-05-30,5.99,2.72,0.0,38.69,3.81,1.97,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,3.03,0.0,2.1,0.0,0.0,0.0,0.0,0.0,2.37,2.1,5.66,7.9,4.36,8.45,18.8,3.23,9.68,4.15,0.0,1.84,3.42,5.13
2014-05-31,7.08,2.72,0.0,32.15,3.81,1.84,0.0,0.0,4.21,2.1,0.0,4.6,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,3.81,6.31,9.26,3.27,9.26,20.16,3.69,9.68,5.53,1.84,0.0,4.08,5.26
2014-06-01,4.9,0.0,0.0,28.88,2.72,0.0,0.0,0.0,3.42,0.0,0.0,5.52,0.0,0.0,4.08,2.24,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,2.37,8.45,3.81,8.99,13.9,0.0,12.91,2.77,0.0,2.1,3.95,4.87
2014-06-02,5.45,3.27,0.0,38.69,2.18,0.0,0.0,0.0,3.29,0.0,0.0,5.52,0.0,0.0,3.42,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,3.68,9.26,3.0,8.72,12.81,2.77,10.61,4.15,0.0,0.0,3.68,7.1
2014-06-03,4.9,1.63,0.0,41.96,4.36,0.0,0.0,0.0,2.89,0.0,0.0,6.18,0.0,0.0,3.81,0.0,2.24,0.0,0.0,0.0,0.0,0.0,3.42,2.1,3.55,7.08,4.36,6.54,9.81,2.77,10.61,3.69,0.0,1.84,3.42,5.92
2014-06-04,5.45,2.18,0.0,40.87,2.72,0.0,0.0,0.0,2.63,0.0,0.0,6.05,0.0,2.24,3.29,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,5.72,2.72,9.81,12.53,3.69,11.07,3.69,0.0,0.0,3.95,5.0
2014-06-05,3.81,2.18,0.0,40.87,2.72,0.0,0.0,0.0,2.37,0.0,2.24,6.71,1.58,0.0,2.5,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,6.27,2.45,11.44,13.9,1.84,10.61,3.69,0.0,2.24,4.21,6.05
2014-06-06,5.99,0.0,0.0,40.87,4.36,0.0,0.0,0.0,3.16,0.0,0.0,5.52,0.0,0.0,3.29,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,7.9,3.54,7.9,14.17,3.69,17.98,4.15,1.38,0.0,4.87,5.92
2014-06-07,7.63,2.18,0.0,33.79,3.81,0.0,0.0,0.0,2.37,0.0,0.0,6.31,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,4.74,13.08,2.72,9.26,17.17,0.0,20.29,3.69,1.84,0.0,4.34,3.42
2014-06-08,5.45,0.0,0.0,29.97,2.72,0.0,0.0,0.0,3.81,2.1,0.0,4.87,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,4.47,9.81,3.81,10.35,16.35,3.23,17.52,6.46,0.0,2.1,2.89,3.95
2014-06-09,4.9,0.0,0.0,40.33,3.81,0.0,0.0,0.0,3.95,2.24,0.0,5.66,2.24,0.0,2.76,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,1.71,3.68,7.63,4.36,12.53,10.63,1.84,22.13,4.61,0.0,2.37,4.6,6.05
2014-06-10,6.54,2.18,0.0,43.05,3.81,1.84,0.0,0.0,3.68,0.0,0.0,6.31,0.0,3.16,6.18,2.1,2.5,2.24,0.0,0.0,0.0,0.0,0.0,0.0,4.87,6.54,3.27,9.54,14.99,1.84,32.28,2.77,0.0,1.97,0.0,5.52
2014-06-11,5.45,0.0,0.0,43.05,3.27,0.0,0.0,0.0,0.0,0.0,0.0,5.26,1.71,1.71,2.63,0.0,0.0,2.1,0.0,0.0,0.0,0.0,1.71,0.0,4.21,6.54,3.27,9.26,12.53,0.0,36.89,3.69,0.0,0.0,3.95,6.45
2014-06-12,5.45,0.0,0.0,35.97,2.72,0.0,0.0,0.0,2.1,0.0,0.0,5.92,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,2.5,5.0,7.08,2.18,8.45,13.35,1.84,26.28,2.31,2.31,1.84,3.68,3.16
2014-06-13,6.54,2.72,0.0,40.87,4.36,0.0,0.0,0.0,3.29,0.0,0.0,7.76,0.0,1.84,3.68,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,2.63,5.66,9.26,3.27,9.81,14.17,3.69,28.59,3.23,0.0,0.0,2.89,4.74
2014-06-14,4.9,1.63,0.0,28.88,3.27,0.0,0.0,0.0,3.03,0.0,0.0,4.74,0.0,0.0,1.71,1.97,2.5,0.0,0.0,0.0,0.0,0.0,2.24,1.84,5.0,7.63,2.72,8.72,13.9,1.84,41.5,2.77,0.0,0.0,3.16,3.68
2014-06-15,5.99,3.81,0.0,27.79,2.18,0.0,0.0,0.0,2.63,0.0,0.0,5.79,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,3.42,8.72,0.0,8.99,14.44,2.77,28.13,4.15,0.0,0.0,3.95,3.03
2014-06-16,5.45,2.72,0.0,41.42,2.72,0.0,0.0,0.0,3.68,1.71,0.0,4.87,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,2.63,4.47,7.36,2.72,9.81,12.81,2.31,19.37,3.69,0.0,0.0,4.74,5.26
2014-06-17,5.45,2.18,0.0,46.32,4.36,0.0,0.0,0.0,3.95,0.0,0.0,6.31,0.0,1.97,3.29,0.0,2.24,0.0,0.0,0.0,0.0,0.0,1.84,1.71,4.08,4.63,2.72,11.44,14.44,2.77,10.61,4.15,0.0,1.84,3.68,5.52
2014-06-18,4.9,2.18,0.0,43.6,4.36,0.0,0.0,0.0,2.63,1.84,2.24,5.79,0.0,1.71,3.68,0.0,1.71,2.1,0.0,0.0,0.0,0.0,0.0,0.0,4.34,7.9,2.18,11.72,14.17,2.77,11.07,3.23,0.0,0.0,3.03,4.74
2014-06-19,5.99,2.72,0.0,43.6,3.81,1.84,0.0,0.0,3.03,1.97,0.0,6.84,2.1,1.58,3.42,0.0,3.03,3.16,0.0,1.97,0.0,0.0,1.84,2.63,4.34,6.81,1.91,9.54,14.99,2.77,10.61,2.77,1.84,1.97,3.16,3.68
2014-06-20,7.08,2.72,0.0,41.96,3.27,0.0,0.0,0.0,2.76,0.0,0.0,6.71,0.0,2.37,4.21,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,1.97,2.63,8.45,3.81,8.72,16.35,3.23,16.6,3.69,0.0,2.37,3.95,4.21
2014-06-21,6.54,2.72,0.0,35.97,3.27,0.0,0.0,0.0,3.16,0.0,0.0,5.66,2.5,0.0,2.24,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,2.63,5.0,11.99,4.09,9.81,14.99,6.92,26.28,4.61,3.69,1.84,5.0,4.21
2014-06-22,6.54,3.81,0.0,28.88,0.0,0.0,0.0,0.0,3.03,1.84,0.0,6.18,0.0,0.0,2.24,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,2.76,3.42,9.26,2.18,9.54,16.35,7.38,30.9,5.07,4.61,0.0,4.87,3.95
2014-06-23,4.9,0.0,0.0,38.15,2.18,0.0,0.0,0.0,3.03,0.0,0.0,5.39,0.0,1.97,4.21,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.16,6.54,2.45,9.54,14.71,2.31,23.98,3.23,0.0,1.71,5.39,4.87
2014-06-24,5.45,2.72,0.0,38.69,2.18,2.1,0.0,0.0,3.16,0.0,0.0,5.13,0.0,0.0,1.84,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,1.84,3.03,8.17,2.45,11.17,13.9,2.31,29.05,3.23,1.84,0.0,4.47,3.81
2014-06-25,4.9,1.63,0.0,38.15,3.27,0.0,0.0,0.0,3.29,0.0,0.0,6.71,2.1,0.0,2.76,0.0,2.24,0.0,0.0,0.0,0.0,0.0,1.71,0.0,3.81,6.54,2.18,10.08,17.71,2.31,25.82,3.69,0.0,2.37,4.47,4.34
2014-06-26,5.45,0.0,0.0,35.97,2.72,0.0,0.0,0.0,2.5,0.0,0.0,6.31,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,8.17,3.27,10.63,16.89,0.0,19.83,2.77,1.84,0.0,3.29,3.68
2014-06-27,5.45,3.27,0.0,34.33,3.81,0.0,0.0,0.0,2.37,2.24,0.0,5.13,2.89,0.0,2.76,1.97,0.0,2.76,0.0,0.0,0.0,0.0,0.0,2.63,3.95,8.17,3.81,9.81,19.35,0.0,13.83,2.77,0.0,2.24,4.6,4.6
2014-06-28,2.25,0.0,0.0,20.25,3.15,0.0,0.0,0.0,2.45,0.0,0.0,4.91,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,4.91,9.35,1.87,6.41,16.57,2.52,13.86,0.0,0.0,0.0,2.95,2.7
2014-06-29,5.4,3.15,0.0,19.35,2.7,0.0,0.0,0.0,2.95,0.0,0.0,4.91,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,1.96,4.42,8.02,0.0,9.62,17.9,1.89,8.82,3.15,0.0,0.0,2.95,3.93
2014-06-30,4.95,2.25,0.0,32.4,1.8,0.0,0.0,0.0,2.7,2.45,1.72,6.63,2.7,0.0,3.19,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.44,6.95,2.4,8.82,16.03,3.15,6.93,0.0,0.0,3.44,1.72,3.19
2014-07-01,2.7,0.0,0.0,30.15,1.8,0.0,2.95,0.0,3.19,0.0,0.0,5.65,0.0,1.72,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,4.42,5.61,2.67,7.21,14.7,1.89,8.82,0.0,0.0,0.0,2.45,3.93
2014-07-02,4.05,1.8,0.0,31.05,2.25,0.0,0.0,0.0,2.7,0.0,0.0,4.91,0.0,0.0,1.72,0.0,2.21,0.0,0.0,0.0,0.0,0.0,1.96,2.7,5.4,4.54,2.14,7.48,14.7,3.15,8.82,2.52,0.0,1.72,2.7,2.95
2014-07-03,2.25,0.0,0.0,31.05,3.6,1.72,0.0,0.0,2.21,0.0,0.0,5.15,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3.19,6.38,6.15,2.14,7.48,17.37,2.52,10.71,0.0,0.0,0.0,1.96,4.17
2014-07-04,4.95,1.8,0.0,31.5,3.6,0.0,0.0,0.0,1.96,0.0,1.96,5.4,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,1.96,2.45,3.44,5.89,9.35,0.0,8.28,17.63,1.89,8.82,2.52,0.0,0.0,4.42,4.42
2014-07-05,3.6,0.0,0.0,21.15,1.8,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,4.42,5.4,8.28,1.6,9.62,17.1,0.0,9.45,2.52,0.0,0.0,2.45,3.19
2014-07-06,3.6,1.8,0.0,22.5,1.8,0.0,0.0,0.0,2.21,0.0,0.0,4.66,0.0,1.72,3.19,0.0,1.96,0.0,0.0,0.0,0.0,0.0,1.96,2.7,4.17,9.35,2.4,7.75,14.96,0.0,8.82,3.15,0.0,0.0,3.19,4.17
2014-07-07,3.6,0.0,0.0,29.25,2.25,0.0,0.0,0.0,2.7,0.0,1.47,8.35,0.0,0.0,2.7,0.0,2.45,0.0,0.0,0.0,0.0,0.0,2.7,2.45,2.95,6.41,2.67,9.08,16.57,1.89,13.86,2.52,0.0,1.72,2.7,2.7
2014-07-08,3.15,1.8,0.0,28.8,2.7,0.0,0.0,0.0,1.96,1.72,0.0,5.65,0.0,1.72,2.21,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,2.21,4.66,5.61,0.0,9.08,13.36,1.89,9.45,4.41,0.0,0.0,4.17,3.68
2014-07-09,3.15,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,2.95,0.0,0.0,1.72,0.0,1.72,1.72,0.0,0.0,0.0,0.0,0.0,2.45,4.17,7.48,0.0,7.75,12.29,1.89,5.67,0.0,0.0,0.0,2.7,1.96
2014-07-10,3.15,0.0,0.0,31.95,3.15,0.0,0.0,0.0,3.68,1.72,0.0,4.42,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.44,3.68,7.48,2.4,8.28,14.7,1.89,6.3,3.15,0.0,0.0,2.45,2.7
2014-07-11,4.05,0.0,0.0,32.85,1.8,0.0,0.0,0.0,2.45,2.21,0.0,5.89,0.0,0.0,1.47,0.0,0.0,2.7,0.0,0.0,0.0,0.0,1.72,3.68,5.89,6.68,2.67,9.89,16.83,2.52,6.3,2.52,0.0,0.0,2.21,4.17
2014-07-12,4.5,1.8,0.0,23.4,0.0,0.0,0.0,0.0,1.96,0.0,0.0,4.42,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,2.7,2.95,5.15,8.02,0.0,7.75,17.1,4.41,6.3,2.52,0.0,1.72,2.95,3.93
2014-07-13,4.95,2.25,0.0,22.5,2.25,0.0,0.0,0.0,3.19,1.96,0.0,3.93,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,5.4,9.35,0.0,7.75,17.63,2.52,6.3,0.0,0.0,0.0,0.0,2.95
2014-07-14,4.05,0.0,0.0,34.65,1.8,0.0,0.0,0.0,3.68,1.96,0.0,6.38,0.0,0.0,2.21,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,4.66,4.91,7.75,2.67,9.62,13.63,3.15,15.12,0.0,0.0,0.0,0.0,3.19
2014-07-15,4.95,2.7,0.0,34.2,2.25,0.0,0.0,0.0,2.95,0.0,0.0,5.65,0.0,0.0,2.95,0.0,2.45,1.72,0.0,0.0,0.0,0.0,2.21,5.15,4.17,8.02,2.14,8.55,15.76,1.89,10.71,1.89,0.0,0.0,1.72,2.95
2014-07-16,4.95,0.0,0.0,39.15,2.7,0.0,0.0,0.0,4.17,0.0,0.0,5.4,0.0,0.0,3.19,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,3.19,4.91,8.28,0.0,12.29,15.76,1.89,9.45,2.52,0.0,0.0,1.96,4.17
2014-07-17,3.15,0.0,0.0,34.2,2.25,1.96,0.0,0.0,1.72,0.0,1.72,6.38,0.0,2.21,2.7,0.0,1.96,1.96,0.0,0.0,0.0,0.0,1.72,2.21,4.66,6.68,0.0,10.15,16.03,0.0,6.3,2.52,0.0,0.0,2.45,5.15
2014-07-18,5.4,1.8,0.0,33.75,3.15,1.72,0.0,0.0,2.95,1.96,0.0,7.61,0.0,0.0,2.45,0.0,2.7,0.0,0.0,0.0,0.0,0.0,1.72,3.19,5.65,8.28,0.0,8.28,14.96,1.89,6.93,1.89,0.0,1.72,0.0,4.42
2014-07-19,4.95,0.0,0.0,23.85,2.7,0.0,0.0,0.0,2.95,0.0,0.0,5.15,1.72,0.0,2.7,0.0,3.44,2.95,0.0,0.0,0.0,0.0,3.19,4.17,4.91,9.08,0.0,10.95,14.16,3.15,7.56,1.89,0.0,0.0,2.45,2.95
2014-07-20,4.05,0.0,0.0,22.05,2.25,0.0,0.0,0.0,2.7,0.0,0.0,5.65,0.0,2.7,3.93,0.0,2.7,2.95,0.0,0.0,0.0,0.0,0.0,1.96,5.15,8.28,4.54,11.22,14.16,3.78,6.93,1.89,0.0,0.0,1.72,4.42
2014-07-21,2.25,0.0,0.0,29.25,3.15,0.0,0.0,0.0,2.95,2.21,0.0,9.57,0.0,0.0,4.17,0.0,2.95,1.72,0.0,0.0,0.0,0.0,1.96,2.95,4.91,7.21,0.0,8.55,13.63,3.15,5.04,2.52,0.0,2.7,2.21,4.17
2014-07-22,4.95,1.8,0.0,26.55,1.8,0.0,0.0,0.0,2.45,0.0,0.0,5.65,0.0,0.0,2.7,0.0,2.45,1.72,0.0,0.0,0.0,0.0,0.0,1.72,4.42,7.21,0.0,9.35,11.76,0.0,9.45,1.89,0.0,0.0,0.0,3.68
2014-07-23,6.3,2.25,0.0,30.15,2.7,0.0,0.0,0.0,3.93,2.21,0.0,7.85,0.0,0.0,2.95,0.0,3.19,2.95,0.0,2.7,0.0,0.0,0.0,2.7,5.4,8.28,1.87,10.15,14.96,3.15,8.82,1.89,0.0,0.0,0.0,4.91
2014-07-24,5.85,3.6,0.0,35.55,2.25,0.0,0.0,0.0,2.7,0.0,0.0,9.57,0.0,2.21,2.95,0.0,1.96,2.21,0.0,0.0,0.0,0.0,0.0,2.21,5.15,6.15,2.14,10.95,15.5,2.52,7.56,3.78,0.0,2.21,2.7,5.15
2014-07-25,6.75,3.15,0.0,35.55,3.15,1.96,0.0,0.0,3.19,0.0,0.0,11.78,0.0,2.21,3.68,0.0,2.95,3.68,0.0,0.0,0.0,0.0,1.96,2.45,4.42,7.21,0.0,8.28,17.63,3.15,6.93,2.52,0.0,1.96,3.19,6.38
2014-07-26,8.55,3.15,0.0,30.6,3.15,2.45,0.0,0.0,3.93,0.0,0.0,11.05,0.0,0.0,3.19,0.0,2.21,0.0,0.0,0.0,0.0,0.0,2.21,1.96,3.93,10.95,0.0,10.15,18.97,3.15,5.04,3.15,0.0,2.21,2.95,7.36
2014-07-27,8.55,3.6,0.0,28.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,0.0,2.21,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,9.89,0.0,4.01,13.89,3.78,7.56,3.15,0.0,2.21,3.19,6.14
2014-07-28,15.3,7.2,0.0,35.1,5.4,0.0,0.0,0.0,3.19,0.0,0.0,5.4,0.0,5.15,4.66,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,2.95,3.68,11.76,0.0,7.21,16.3,5.67,9.45,6.93,0.0,3.93,10.06,10.31
2014-07-29,24.3,13.5,0.0,36.0,5.4,0.0,0.0,0.0,3.93,0.0,0.0,6.87,0.0,4.17,6.38,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,6.87,12.56,0.0,8.55,21.38,6.93,12.6,5.67,0.0,5.15,14.48,12.03
2014-07-30,20.25,10.8,0.0,33.75,4.05,0.0,0.0,0.0,3.93,0.0,0.0,7.61,0.0,1.96,5.15,0.0,3.19,0.0,0.0,0.0,0.0,3.44,2.7,0.0,7.12,13.09,2.4,8.28,21.38,6.3,10.08,11.97,3.15,4.66,16.45,10.55
2014-07-31,18.9,9.45,0.0,34.2,4.95,2.7,0.0,0.0,3.93,0.0,0.0,6.87,0.0,0.0,4.42,0.0,3.44,2.21,0.0,0.0,0.0,0.0,4.17,2.95,5.15,12.02,0.0,9.35,17.1,5.04,11.97,8.82,2.52,4.91,12.27,11.78
2014-08-01,13.5,5.85,0.0,31.5,4.95,0.0,0.0,0.0,3.19,2.45,0.0,4.17,0.0,3.44,5.15,1.96,0.0,1.96,0.0,0.0,0.0,1.96,3.93,3.68,4.42,9.35,0.0,7.75,18.44,3.78,15.12,8.19,3.15,3.44,7.85,9.82
2014-08-02,13.05,6.75,0.0,30.15,4.05,0.0,0.0,0.0,2.7,0.0,0.0,7.61,0.0,2.21,4.91,0.0,2.95,1.96,0.0,0.0,0.0,0.0,2.45,3.93,7.12,12.02,2.67,10.69,15.76,4.41,13.23,8.19,2.52,2.95,6.38,10.8
2014-08-03,9.0,3.6,0.0,24.75,0.0,1.96,0.0,0.0,5.15,2.45,0.0,8.1,0.0,0.0,3.68,0.0,2.7,0.0,0.0,0.0,0.0,3.19,0.0,2.7,4.17,9.89,0.0,8.55,14.16,2.52,10.08,5.67,0.0,3.44,8.1,7.61
2014-08-04,6.3,2.7,0.0,33.75,3.15,1.96,0.0,0.0,5.89,2.95,1.72,7.36,1.96,2.95,4.91,0.0,2.45,0.0,0.0,0.0,0.0,0.0,2.21,2.95,3.93,7.48,2.14,10.42,15.23,3.15,8.82,3.78,0.0,2.7,6.14,11.78
2014-08-05,6.3,0.0,0.0,38.25,2.25,1.72,0.0,0.0,4.17,1.72,0.0,6.87,0.0,1.72,4.91,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,2.21,4.66,8.82,2.4,9.62,13.36,2.52,8.82,5.04,0.0,0.0,3.68,8.1
2014-08-06,6.3,2.25,0.0,35.1,3.15,2.45,0.0,0.0,3.44,0.0,0.0,5.15,0.0,2.95,5.15,1.72,2.45,2.21,0.0,0.0,0.0,0.0,1.72,1.72,4.91,8.02,0.0,8.02,13.63,1.89,7.56,4.41,0.0,0.0,3.93,7.12
2014-08-07,5.85,0.0,0.0,39.15,2.7,0.0,0.0,0.0,6.14,0.0,0.0,7.36,0.0,0.0,4.66,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,6.95,2.67,9.35,12.02,0.0,6.93,4.41,0.0,0.0,4.42,7.12
2014-08-08,5.4,2.7,0.0,38.7,2.7,0.0,0.0,0.0,1.96,0.0,0.0,6.14,0.0,1.72,2.7,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,2.45,4.17,6.68,2.67,10.69,12.56,1.89,8.82,3.78,0.0,0.0,3.44,6.38
2014-08-09,4.95,1.8,0.0,31.5,2.7,0.0,0.0,0.0,3.68,2.7,0.0,6.87,0.0,2.21,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.19,7.61,8.02,2.67,7.21,16.03,3.15,10.71,5.04,0.0,0.0,5.65,4.91
2014-08-10,5.4,1.8,0.0,26.1,0.0,0.0,0.0,0.0,2.21,0.0,0.0,6.63,0.0,2.21,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,5.15,6.95,1.87,8.55,15.76,2.52,10.71,6.3,0.0,0.0,5.4,6.14
2014-08-11,5.4,2.7,0.0,40.95,3.15,1.96,0.0,0.0,3.19,0.0,0.0,6.87,0.0,0.0,2.95,0.0,2.45,1.96,0.0,0.0,0.0,0.0,0.0,0.0,3.44,6.41,2.67,8.28,13.63,0.0,8.82,3.78,0.0,0.0,4.42,7.85
2014-08-12,4.95,1.8,0.0,35.55,4.05,1.47,0.0,0.0,2.45,0.0,0.0,6.14,0.0,0.0,3.44,0.0,2.21,0.0,0.0,0.0,2.45,0.0,0.0,2.21,3.68,8.28,1.6,6.41,12.29,0.0,8.82,3.78,0.0,0.0,4.91,5.65
2014-08-13,5.85,2.7,0.0,38.7,3.6,0.0,0.0,0.0,3.44,1.72,0.0,6.14,0.0,1.72,4.17,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,5.88,2.4,10.15,15.23,2.52,10.08,4.41,0.0,0.0,3.93,6.38
2014-08-14,4.95,2.25,0.0,37.8,3.15,0.0,0.0,0.0,3.19,0.0,0.0,9.82,0.0,1.96,4.91,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.21,3.19,6.15,2.14,10.42,13.63,2.52,10.08,3.15,0.0,0.0,2.95,5.89
2014-08-15,6.3,2.7,0.0,37.8,4.05,0.0,0.0,0.0,2.45,0.0,0.0,6.14,0.0,1.72,4.17,0.0,1.96,1.72,0.0,0.0,0.0,1.72,0.0,1.72,3.93,6.15,2.94,9.35,13.89,2.52,8.82,5.04,0.0,0.0,2.7,5.4
2014-08-16,5.4,2.7,0.0,28.8,3.15,0.0,0.0,0.0,3.19,0.0,0.0,6.87,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,4.91,8.55,0.0,8.55,17.1,1.89,13.86,5.04,0.0,0.0,6.14,6.38
2014-08-17,6.3,3.15,0.0,27.45,3.6,0.0,0.0,0.0,2.45,0.0,0.0,4.66,0.0,0.0,2.95,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,2.95,3.44,7.75,2.4,9.08,15.5,3.15,17.01,3.15,1.89,1.96,4.66,4.17
2014-08-18,5.4,2.25,0.0,36.45,2.7,0.0,0.0,0.0,2.45,1.72,0.0,4.66,1.47,2.7,3.93,0.0,2.7,0.0,0.0,0.0,0.0,0.0,1.96,0.0,5.15,6.95,2.4,7.75,10.15,0.0,13.23,3.15,0.0,0.0,3.68,5.65
2014-08-19,5.85,2.7,0.0,37.8,0.0,0.0,0.0,0.0,2.7,0.0,0.0,6.38,1.47,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.96,0.0,3.44,5.61,2.14,9.35,12.56,2.52,9.45,4.41,0.0,0.0,4.17,6.87
2014-08-20,5.4,2.7,0.0,35.1,2.7,0.0,0.0,0.0,2.45,0.0,0.0,6.87,0.0,0.0,2.7,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3.68,7.48,1.87,8.28,11.22,1.89,10.08,3.78,2.52,0.0,1.96,5.15
2014-08-21,4.95,1.8,0.0,33.75,3.6,1.72,0.0,0.0,1.72,0.0,0.0,6.63,0.0,0.0,4.17,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,2.95,5.08,2.14,7.48,9.62,1.89,17.64,1.89,0.0,1.72,3.44,4.91
2014-08-22,5.4,2.25,0.0,39.15,3.6,1.47,0.0,0.0,2.21,0.0,1.47,5.4,0.0,0.0,2.21,0.0,2.21,0.0,0.0,0.0,0.0,0.0,1.96,1.96,5.15,7.48,2.67,10.95,12.83,1.89,8.82,4.41,2.52,0.0,3.44,6.14
2014-08-23,6.3,2.7,0.0,32.85,4.05,0.0,0.0,0.0,1.96,0.0,0.0,5.4,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,1.72,4.42,6.68,2.67,9.08,14.43,1.89,9.45,3.78,0.0,0.0,3.44,4.66
2014-08-24,6.3,2.7,0.0,24.3,2.7,1.72,0.0,0.0,1.96,0.0,0.0,5.15,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,2.45,4.66,5.88,2.14,9.35,10.69,1.89,7.56,4.41,1.89,0.0,3.44,4.66
2014-08-25,6.75,3.6,0.0,40.05,4.05,1.96,0.0,0.0,2.45,0.0,0.0,7.12,0.0,0.0,2.21,1.96,0.0,2.45,0.0,0.0,0.0,0.0,1.47,1.72,4.42,6.68,3.74,6.95,12.29,2.52,8.19,3.15,1.89,1.47,3.68,6.14
2014-08-26,5.4,2.7,0.0,36.9,2.7,0.0,0.0,0.0,2.95,1.47,0.0,5.4,0.0,1.72,2.95,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,2.21,3.19,5.61,2.14,9.08,9.89,2.52,9.45,3.78,0.0,3.19,3.19,6.14
2014-08-27,5.85,2.7,0.0,39.15,2.7,0.0,0.0,0.0,2.95,1.72,1.47,4.17,0.0,1.72,3.19,0.0,2.7,1.72,0.0,0.0,0.0,0.0,1.72,0.0,3.93,5.88,1.87,7.75,10.69,2.52,6.93,3.78,1.89,1.47,4.17,9.57
